Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       2/2           int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<int*>(unsigned long, int*, int*) [79]
[82]     0.0    0.00    0.00       2         int* std::__uninitialized_copy_a<int*, int*, int>(int*, int*, int*, std::allocator<int>) [82]
                0.00    0.00       2/2           int* std::uninitialized_copy<int*, int*>(int*, int*, int*) [81]
-----------------------------------------------
                0.00    0.00       2/2           int* std::uninitialized_copy<int*, int*>(int*, int*, int*) [81]
[83]     0.0    0.00    0.00       2         int* std::__uninitialized_copy_aux<int*, int*>(int*, int*, int*, __true_type) [83]
                0.00    0.00       2/2           int* std::copy<int*, int*>(int*, int*, int*) [84]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__uninitialized_copy_aux<int*, int*>(int*, int*, int*, __true_type) [83]
[84]     0.0    0.00    0.00       2         int* std::copy<int*, int*>(int*, int*, int*) [84]
                0.00    0.00       2/2           int* std::__copy_normal<false, false>::copy_n<int*, int*>(int*, int*, int*) [80]
-----------------------------------------------
                0.00    0.00       2/4121472     std::vector<int, std::allocator<int> >::capacity() const [43]
                0.00    0.00 2060734/4121472     std::vector<int, std::allocator<int> >::end() const [95]
                0.00    0.00 2060736/4121472     std::vector<int, std::allocator<int> >::begin() const [26]
[91]     0.0    0.00    0.00 4121472         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [91]
-----------------------------------------------
                0.00    0.00  375000/2592487     main [1]
                0.00    0.00 2217487/2592487     NonconformingMesh::Setup() [5]
[92]     0.0    0.00    0.00 2592487         ElementList::operator[](int) const [92]
-----------------------------------------------
                0.00    0.00  228956/2321181     __gnu_cxx::new_allocator<short>::construct(short*, short const&) [110]
                0.00    0.00  375000/2321181     __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.00  655357/2321181     void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [12]
                0.00    0.00 1061868/2321181     __gnu_cxx::new_allocator<int>::construct(int*, int const&) [35]
[93]     0.0    0.00    0.00 2321181         operator new(unsigned long, void*) [93]
-----------------------------------------------
                0.00    0.00       2/2060774     int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<int*>(unsigned long, int*, int*) [79]
                0.00    0.00       2/2060774     std::vector<int, std::allocator<int> >::reserve(unsigned long) [42]
                0.00    0.00      54/2060774     std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00  375000/2060774     std::vector<int, std::allocator<int> >::clear() [61]
                0.00    0.00  655359/2060774     std::vector<int, std::allocator<int> >::~vector() [36]
                0.00    0.00 1030357/2060774     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [7]
[94]     0.0    0.00    0.00 2060774         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [94]
-----------------------------------------------
                0.00    0.00 1030357/2060734     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [7]
                0.00    0.00 1030377/2060734     std::vector<int, std::allocator<int> >::size() const [31]
[95]     0.0    0.00    0.00 2060734         std::vector<int, std::allocator<int> >::end() const [95]
                0.00    0.00 2060734/4121472     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [91]
-----------------------------------------------
                0.00    0.00      56/1966127     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00  655357/1966127     void std::__destroy_aux<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __false_type) [27]
                0.00    0.00 1310714/1966127     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __false_type) [11]
[96]     0.0    0.00    0.00 1966127         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [96]
-----------------------------------------------
                0.00    0.00  655357/1966071     void std::__destroy_aux<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __false_type) [27]
                0.00    0.00 1310714/1966071     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > std::__uninitialized_copy_aux<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __false_type) [11]
[97]     0.0    0.00    0.00 1966071         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [97]
-----------------------------------------------
                0.00    0.00     168/1875224     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00  375000/1875224     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator+(long const&) const [107]
                0.00    0.00  750000/1875224     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [103]
                0.00    0.00  750056/1875224     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [102]
[98]     0.0    0.00    0.00 1875224         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [98]
-----------------------------------------------
                0.00    0.00 1030361/1030361     void std::_Destroy<int*>(int*, int*) [100]
[99]     0.0    0.00    0.00 1030361         void std::__destroy_aux<int*>(int*, int*, __true_type) [99]
-----------------------------------------------
                0.00    0.00 1030361/1030361     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>) [48]
[100]    0.0    0.00    0.00 1030361         void std::_Destroy<int*>(int*, int*) [100]
                0.00    0.00 1030361/1030361     void std::__destroy_aux<int*>(int*, int*, __true_type) [99]
-----------------------------------------------
                0.00    0.00 1030357/1030357     std::_Vector_base<int, std::allocator<int> >::get_allocator() const [63]
[101]    0.0    0.00    0.00 1030357         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [101]
-----------------------------------------------
                0.00    0.00      56/750056      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00  750000/750056      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [6]
[102]    0.0    0.00    0.00  750056         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [102]
                0.00    0.00  750056/1875224     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [98]
-----------------------------------------------
                0.00    0.00      56/750000      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
                0.00    0.00  374944/750000      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [6]
                0.00    0.00  375000/750000      NonconformingMesh::Setup() [5]
[103]    0.0    0.00    0.00  750000         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [103]
                0.00    0.00  750000/1875224     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [98]
-----------------------------------------------
                0.00    0.00       2/655379      std::vector<int, std::allocator<int> >::reserve(unsigned long) [42]
                0.00    0.00      18/655379      std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00  655359/655379      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [60]
[104]    0.0    0.00    0.00  655379         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [104]
                0.00    0.00  655376/655376      __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [105]
-----------------------------------------------
                0.00    0.00  655376/655376      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [104]
[105]    0.0    0.00    0.00  655376         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [105]
-----------------------------------------------
                0.00    0.00      36/414668      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [72]
                0.00    0.00      54/414668      std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00   82912/414668      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long const&) const [123]
                0.00    0.00  165824/414668      std::vector<int, std::allocator<int> >::end() [118]
                0.00    0.00  165842/414668      std::vector<int, std::allocator<int> >::begin() [117]
[106]    0.0    0.00    0.00  414668         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [106]
-----------------------------------------------
                0.00    0.00  375000/375000      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [6]
[107]    0.0    0.00    0.00  375000         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator+(long const&) const [107]
                0.00    0.00  375000/1875224     __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [98]
-----------------------------------------------
                0.00    0.00      72/331792      std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00     108/331792      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [72]
                0.00    0.00  165788/331792      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [49]
                0.00    0.00  165824/331792      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [122]
[108]    0.0    0.00    0.00  331792         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [108]
-----------------------------------------------
                0.00    0.00  266140/266140      void std::__insertion_sort<int*>(int*, int*) [21]
[109]    0.0    0.00    0.00  266140         void std::__unguarded_linear_insert<int*, int>(int*, int) [109]
-----------------------------------------------
                0.00    0.00      37/228956      std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
                0.00    0.00  228919/228956      std::vector<short, std::allocator<short> >::push_back(short const&) [111]
[110]    0.0    0.00    0.00  228956         __gnu_cxx::new_allocator<short>::construct(short*, short const&) [110]
                0.00    0.00  228956/2321181     operator new(unsigned long, void*) [93]
-----------------------------------------------
                0.00    0.00  228956/228956      NonconformingMesh::Setup() [5]
[111]    0.0    0.00    0.00  228956         std::vector<short, std::allocator<short> >::push_back(short const&) [111]
                0.00    0.00  228919/228956      __gnu_cxx::new_allocator<short>::construct(short*, short const&) [110]
                0.00    0.00      37/74          std::vector<short, std::allocator<short> >::end() [143]
                0.00    0.00      37/37          std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
-----------------------------------------------
                0.00    0.00  228956/228956      void std::sort<int*>(int*, int*) [15]
[112]    0.0    0.00    0.00  228956         long std::__lg<long>(long) [112]
-----------------------------------------------
                0.00    0.00  191772/191772      int* std::__copy_backward_aux<int*, int*>(int*, int*, int*) [115]
[113]    0.0    0.00    0.00  191772         int* std::__copy_backward<true, std::random_access_iterator_tag>::copy_b<int>(int const*, int const*, int*) [113]
-----------------------------------------------
                0.00    0.00  191772/191772      int* std::copy_backward<int*, int*>(int*, int*, int*) [40]
[114]    0.0    0.00    0.00  191772         int* std::__copy_backward_normal<false, false>::copy_b_n<int*, int*>(int*, int*, int*) [114]
                0.00    0.00  191772/191772      int* std::__copy_backward_aux<int*, int*>(int*, int*, int*) [115]
-----------------------------------------------
                0.00    0.00  191772/191772      int* std::__copy_backward_normal<false, false>::copy_b_n<int*, int*>(int*, int*, int*) [114]
[115]    0.0    0.00    0.00  191772         int* std::__copy_backward_aux<int*, int*>(int*, int*, int*) [115]
                0.00    0.00  191772/191772      int* std::__copy_backward<true, std::random_access_iterator_tag>::copy_b<int>(int const*, int const*, int*) [113]
-----------------------------------------------
                0.00    0.00  187500/187500      Element_Unstructured::Element_Unstructured() [119]
[116]    0.0    0.00    0.00  187500         TOAST_Point::TOAST_Point() [116]
-----------------------------------------------
                0.00    0.00      18/165842      std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00  165824/165842      std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[117]    0.0    0.00    0.00  165842         std::vector<int, std::allocator<int> >::begin() [117]
                0.00    0.00  165842/414668      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [106]
-----------------------------------------------
                0.00    0.00      18/165824      std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [30]
                0.00    0.00   82894/165824      std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00   82912/165824      NonconformingMesh::Setup() [5]
[118]    0.0    0.00    0.00  165824         std::vector<int, std::allocator<int> >::end() [118]
                0.00    0.00  165824/414668      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [106]
-----------------------------------------------
                0.00    0.00   93750/93750       Element_Unstructured_3D::Element_Unstructured_3D() [120]
[119]    0.0    0.00    0.00   93750         Element_Unstructured::Element_Unstructured() [119]
                0.00    0.00  187500/187500      TOAST_Point::TOAST_Point() [116]
-----------------------------------------------
                0.00    0.00   93750/93750       Tetrahedron4::Tetrahedron4() [4]
[120]    0.0    0.00    0.00   93750         Element_Unstructured_3D::Element_Unstructured_3D() [120]
                0.00    0.00   93750/93750       Element_Unstructured::Element_Unstructured() [119]
-----------------------------------------------
                0.00    0.00   87880/87880       main [1]
[121]    0.0    0.00    0.00   87880         NodeList::operator[](int) const [121]
-----------------------------------------------
                0.00    0.00   82912/82912       std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[122]    0.0    0.00    0.00   82912         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [122]
                0.00    0.00  165824/331792      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [108]
-----------------------------------------------
                0.00    0.00   82912/82912       std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[123]    0.0    0.00    0.00   82912         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long const&) const [123]
                0.00    0.00   82912/414668      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [106]
-----------------------------------------------
                0.00    0.00   17576/17576       main [1]
[124]    0.0    0.00    0.00   17576         TOAST_Node::SetBndTp(char) [124]
-----------------------------------------------
                0.00    0.00     148/370         std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
                0.00    0.00     222/370         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >) [141]
[125]    0.0    0.00    0.00     370         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::base() const [125]
-----------------------------------------------
                0.00    0.00      37/296         std::vector<short, std::allocator<short> >::begin() [170]
                0.00    0.00      74/296         std::vector<short, std::allocator<short> >::end() [143]
                0.00    0.00      74/296         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > std::__copy_normal<true, true>::copy_n<__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > > >(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >) [141]
                0.00    0.00     111/296         std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[126]    0.0    0.00    0.00     296         __gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >::__normal_iterator(short* const&) [126]
-----------------------------------------------
                0.00    0.00       3/171         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [184]
                0.00    0.00     168/171         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [130]
[127]    0.0    0.00    0.00     171         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [127]
-----------------------------------------------
                0.00    0.00     171/171         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [129]
[128]    0.0    0.00    0.00     171         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [128]
-----------------------------------------------
                0.00    0.00       3/171         NonconformingMesh::NonconformingMesh() [69]
                0.00    0.00     168/171         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[129]    0.0    0.00    0.00     171         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [129]
                0.00    0.00     171/171         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [128]
-----------------------------------------------
                0.00    0.00     168/168         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[130]    0.0    0.00    0.00     168         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [130]
                0.00    0.00     168/171         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [127]
-----------------------------------------------
                0.00    0.00     168/168         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [8]
[131]    0.0    0.00    0.00     168         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [131]
-----------------------------------------------
                0.00    0.00       2/113         std::allocator<short>::allocator(std::allocator<short> const&) [190]
                0.00    0.00     111/113         std::allocator<short>::allocator(std::allocator<short> const&) [137]
[132]    0.0    0.00    0.00     113         __gnu_cxx::new_allocator<short>::new_allocator(__gnu_cxx::new_allocator<short> const&) [132]
-----------------------------------------------
                0.00    0.00     113/113         std::allocator<short>::~allocator() [134]
[133]    0.0    0.00    0.00     113         __gnu_cxx::new_allocator<short>::~new_allocator() [133]
-----------------------------------------------
                0.00    0.00       2/113         NonconformingMesh::NonconformingMesh() [69]
                0.00    0.00     111/113         std::vector<short, std::allocator<short> >::_M_insert_aux(__gnu_cxx::__normal_iterator<short*, std::vector<short, std::allocator<short> > >, short const&) [169]
[134]    0.0    0.00    0.00     113         std::allocator<short>::~allocator() [134]
                0.00    0.00     113/113         __gnu_cxx::new_allocator<short>::~new_allocator() [133]
-----------------------------------------------
                0.00    0.00      56/112         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [154]
                0.00    0.00      56/112         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [152]
[135]    0.0    0.00    0.00     112         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [135]
-----------------------------------------------
